judul,artis,lirik
Zona Nyaman,Fourtwnty,zona nyaman pagi ke pagi ku terjebak di dalam ambisiseperti orangorang berdasi yang gila materirasa bosan membukakan jalan mencari perankeluarlah dari zona nyamansembilu yang dulubiarlah berlalubekerja bersama hatikita ini insan bukan seekor sapisembilu yang dulubiarlah membiruberkarya bersama hatiwaktu ke waktu perlahan kurakit egokumerangkul orangorang yang mulai sejiwa dengankukebman membukakan jalan mencari temanbergeraklah dari zona nyamansembilu yang dulubiarlah berlalubekerja bersama hatikita ini insan bukan seekor sapisembilu yang dulubiarlah membiruberkarya bersama hatidiam dan matimilik dia yang tak bisa berdiri berdiridiam dan matimilik dia yang tak bisa berdiriberdiri di kakinya sendirisembilu yang dulubiarlah berlalubekerja bersama hatikita ini insan bukan seekor sapisembilu yang dulubiarlah membiruberkarya bersama hatikita ini insan bukan seekor sapitanamkan pesankuagar tak kelirubekerja bersama hati
Fana Merah Jambu,Fourtwnty,fana merah jambu lyricsdi depan teras rumahfana merah jambu ku berduamomenmomen tak palsuair tuhan turun aromamutersalurkan aliran syaraf buntumartin tua media pembukaberdansa sore harikusejiwa alam dan duniamumelebur sifat kakukuhal bodoh jadi lucuobrolan tak perlu kala ituoh tersalurkan aliran syaraf buntumartin tua media pembukaberdansa sore harikusejiwa alam dan duniamumelebur sifat kakukurasanya tak cukup waktuterlalu cepat berlalusoreku nyaman denganmumenarilah menarilahmenarilah dengankugenggam tangan cokelatkuberputarputar dengankumenarilah dengankumenarilah menarilahtersalurkan aliran syaraf buntumartin tua media pembukatersalurkan aliran syaraf buntumartin tua media pembukamedia pembukaberdansa sore harikusejiwa alam dan duniamumelebur sifat kakukurasanya tak cukup waktuterlalu cepat berlalusoreku nyaman denganmuoh menarilah menarilahoh menarilah dengankugenggam tangan cokelatkuberputar  putar dengankumenarilah dengankumenarilah
Aku Tenang,Fourtwnty,aku tenang denganmu tenangtak terpikir dunia inikarenamu tenangsemua khayal seakan kenyataanberlarilari di taman mimpikuimajinasi telah menghanyutkankumimpiku sempurnatak seperti orang biasakarenamu tenangsemua khayal seakan kenyataanberlarilari di taman mimpikuimajinasi tak menghanyutkankumimpiku sempurnatak seperti orang biasaaku berbedaaku berbedaberlarilari di taman mimpikuimajinasi telah menghanyutkankumimpiku sempurnatak seperti orang biasapikirkan indah tentang surgaseakanakan di sanaberkhayal semua tentang jiwaku tenang
Hitam Putih,Fourtwnty,hitam putih lyricsbagai langit dan bumiyang tak pernah sealambagai hitam dan putihyang tak pernah sewarnahanya kita yang merasakannyabelajar melepaskan dirinyawalau setengahku bersamanyaku yakin kita kan terbiasawalau inti jiwa tak terimabagai air dan apiyang tak pernah senyawabagai timur dan baratyang tak pernah searahbelajar melepaskan dirinyawalau setengahku bersamanyaku yakin kita kan terbiasawalau inti jiwa tak terimahooooo hooooo hooooohooooo hooooobelajar melepaskan dirinyaawalau setengahku bersamanyaku yakin kita kan terbiasawalau inti jiwa tak terimatak terima tak terimatak terima tak terimatak terima tak terimatak terima tak terima
Puisi Alam,Fourtwnty,puisi alam lyricsrebahkan lelah tubuhdi tempat tinggi tak berpenghunilupakan sejenak masalah duniamulembut sang awan 'kan menyambutmubermimpi ku beradadi tempat indah yang tak terjamahhanya ada aku dan temantemankumimpimimpi tak seperti mimpibahagia bahagiaku cukup sederhanatak terhingga sekalipun harta dan tahtatak sanggup membayarnyabercanda dan tertawaberbagi apa saja yang adatak terfikir duniatak peduli jugaapa yang ada di bawah sanabahagia bahagiaku cukup sederhanatak terhingga sekalipun harta dan tahtabahagia bahagiaku cukup sederhanatak terhingga sekalipun harta dan tahtatak sanggup membayarnyapejamkan mata jiwaalam indah penghantar tidurkumemuji karyamu lewat kalimatkudengarkanlah puisi alamkudengarkanlah puisi alamkupuisi alampuisi alamkupuisi alam
Diam-Diam Kubawa 1,Fourtwnty,diamdiam kubawa  lyricslembayung senjalembayung senjalembayung senjasendu di akhir tahunkuingin berteduh di manakah itubiru telah menunggukuingin bercumbu di ranjang pasirmudiam diam ku bawa kamuyang penting ku punya satulembayung temankunada yang mendayusayupkan matakumanjakan penatkulembayung temankunada yang mendayusayupkan matakumanjakan penatkuterkuras ideku setahun penuhliburanku tolong jangan ganggubiru telah menunggukuingin bercumbu di ranjang pasirmudiam diam ku bawa kamuyang penting ku punya satulembayung temankunada yang mendayusayupkan matakumanjakan penatkulembayung temankunada yang mendayusayupkan matakumanjakan penatkuterkuras ideku setahun penuhliburanku tolong jangan ganggujangan ganggupaparapararararara paparapararararapaparapararararara ooohhhhlembayung temankunada yang mendayusayupkan matakumanjakan penatkulembayung temankunada yang mendayusayupkan matakumanjakan penatkuterkuras ideku setahun penuhliburanku tolong jangan gangguliburanku tolong jangan ganggu
Diskusi Senja,Fourtwnty,diskusi senja lyricslepaskanlah apa yang kau rasajingga menyala warna langitnyasaat senja saat senja memanjakan kitaduduk bersama diskusi rasasaat senja saat senja bertukar ceritaceritakan masalahmu temanlepaskanlah apa yang kau rasakanmasih di sini dan tetap di sinilewati senja berganti malamdiskusi sampai di siniooohhh ooohhhjangan tenggelamdi dalam masamasamu yang kelamdan percayalah roda pasti berputarcahaya terang datangaku di sini tempat berbagisaat senang saat susahku tetap di sini
Argumentasi Dimensi,Fourtwnty,argumentasi dimensi lyricsterlalu lama mata tenggelamterlalu lama dunia terdiamberteduh sejenakberteduh sejenak hingga malamhmmterlampau tinggi tak peduli waktuberjalan hari dan terbujur kakubersandarlah bertahanlahkami slimun hangan khayalanmuusap terus keringatmujangan gugur dan terbunuhargumentasi dimensiterbakar hingga sendirisendiri sendiriterlampau tinggi tak peduli waktuberjalan hari dan terbujur kakubersandarlah bertahanlahkami slimun hangan khayalanmuusap terus keringatmujangan gugur dan terbunuhargumentasi dimensiterbakar hingga sendiriusap terus keringatmujangan mau gugur dan terbunuhargumentasi dimensiterbakar hingga sendirisendiri sendirimenjauhlah darinyatemanmu bukan diausap terus keringatmujangan gugur dan terbunuhargumentasi dimensiterbakar hingga sendiriusap terus keringatmujangan mau gugur dan terbunuhargumentasi dimensiterbakar hingga sendiriusap terus keringatmujangan mau gugur dan terbunuhargumentasi dimensi
Aku Bukan Binatang,Fourtwnty,aku bukan binatang lyricsaku memang orang biasawujudku memang tak sempurna sempurnatapi aku punya niataku punya seribu usaha usahatapi kau tak pernah melihatnyakau tak pernah menghargainyakamu butaberetikalewat lisanmu itudi mana letak benakmuaku bukan binatang aku manusiahanya dengan sebelah matatampak luarku yang kau cerna huuujadikan salahmu pelajaranpatokanku bukan nominalnominal nominaltapi kau tak pernah melihatnyakau tak pernah menghargainyamenghargainya menghargainyakamu butaberetikalewat lisanmu itudi mana letak benakmuaku bukan binatang aku manusialewat lisanmu itudi mana letak otakmuaku bukan binatang aku manusiamanusiaku berguna
Realita,Fourtwnty,realita ini bukan cerita langkatak sedikit orang melakukannyamenggambar tubuhnya tubuhnyaraut wajah hingga namanyamemang indah tapi apa artinyaternyata berbisanafsu dulu baru logikatinta biru tinggal cerita realitatutup mata tutup telingaperhitungan pun tak ada realitaraut wajah hingga namanyamemang indah tapi apa artinyaternyata berpisah berpisahnafsu dulu baru logikatinta biru tinggal cerita realitatutup mata tutup telingaperhitungan pun tak ada realitaini darah muda ini darah mudamemang tak mudah menaklukannyaini darah muda ini darah mudatolong tunjuk tangansiapa yang pernah mencobanafsu dulu baru logikatinta biru tinggal cerita realitatutup mata tutup telingaperhitungan pun tak ada realitawoo
Akad,Payung Teduh,akad betapa bahagianya hatiku saat'ku duduk berdua denganmuberjalan bersamamumenarilah dengankunamun bila hari ini adalah yang terakhirnamun 'ku tetap bahagiaselalu kusyukuribegitulah adanyanamun bila kau ingin sendiricepatcepatlah sampaikan kepadakuagar 'ku tak berharapdan buat kau bersedihbila nanti saatnya telah tibakuingin kau menjadi istrikuberjalan bersamamu dalam terik dan hujanberlarian kesanakemari dan tertawanamun bila saat berpisah telah tibaizinkanku menjaga dirimuberdua menikmati pelukan di ujung waktusudilah kau temani dirikunamun bila kau ingin sendiricepatcepatlah sampaikan kepadakuagar 'ku tak berharapdan buat kau bersedihbila nanti saatnya telah tibakuingin kau menjadi istrikuberjalan bersamamu dalam terik dan hujanberlarian kesanakemari dan tertawanamun bila saat berpisah telah tibaizinkanku menjaga dirimuberdua menikmati pelukan di ujung waktusudilah kau temani dirikusudilah kau menjadi temankusudilah kau menjadi istriku
Untuk Perempuan Yang Sedang Dalam Pelukan (Live),Payung Teduh,untuk perempuan yang sedang dalam pelukan live tak terasa gelap pun jatuhdi ujung malam menuju pagi yang dinginhanya ada sedikit bintang malam inimungkin karena kau sedang cantikcantiknyalalu mataku merasa malusemakin dalam ia malu kali inikadang juga ia takuttatkala harus berpapasan di tengah pelariannyadi malam hari menuju pagisedikit cemas banyak rindunyauuuuu uuuuu uu
Di Atas Meja,Payung Teduh,di atas meja di atas meja rindu itu hilangdalam katakatasebentar lagi kita saling lupakita menjelma pagi dingin yang dipayungi kabuttak bisa lagi bercerita apa adanyamengapa takut pada larasementara semua rasa bisa kita ciptaakan selalu ada tenangdiselasela gelisah yang menunggu redadi dalam kamar rindu itu menguapdalam kebisuansebentar lagi kita semakin lupakita menjelma kebisuan yang tak bisa diungkaptak bisa lagi bercerita apa adanyamengapa takut pada larasementara semua rasa bisa kita ciptaakan selalu ada tenangdiselasela gelisah yang menunggu redadi tiap langkah rindu kita menghilangpenuh keraguanlalu kita pun sungguh smakin lupaooookita menjelma kebisuan yang tak kunjung terungkaptak bisa lagi bercerita apa adanyamengapa takut pada larasementara semua rasa bisa kita ciptaakan selalu ada tenangdiselasela gelisah yang menunggu redaou oohou ooh
Mari Bercerita,Payung Teduh,mari bercerita seperti yang biasa kau lakukanditengah perbincangan kitatibatiba kau terdiamsementara ku sibuk menerkaapa yang ada difikiranmuhuu uuhuu uusesungguhnya berbicara dengan mutentang segala hal yang bukan tentang kitamungkin tentang ikan paus di lautatau mungkin tentang bunga padi di sawahsungguh bicara dengan mutentang segala hal yang bukan tentang kitaselalu bisa membuat semua lebih bersahaja hooomalam jangan berlalujangan datang dulu terangtelah lama kutunggukuingin berdua dengan mubiar pagi datangsetelah aku memanggil terangaih pencuri kau terangteranghehehesesungguhnya berbicara dengan mutentang segala hal yang bukan tentang kitamungkin tentang ikan paus di lautatau mungkin tentang bunga padi di sawahsungguh bicara dengan mutentang segala hal yang bukan tentang kitaselalu bisa membuat semua lebih bersahaja hooomalam jangan berlalujangan datang dulu terangtelah lama ku tunggukuingin berdua dengan mubiar pagi datangsetelah aku memanggil terangaih pencuri kau terang
Berdua Saja,Payung Teduh,berdua saja lyricsada yang tak sempat tergambarkan oleh kataketika kita berduahanya aku yang bisa bertanyamungkinkah kau tahu jawabnyamalam jadi saksinyakita berdua diantara katayang tak terucapberharap waktu membawa keberanianuntuk datang membawa jawabanmungkinkah kita ada kesempatanucapkan janji takkan berpisah selamanya
Rahasia,Payung Teduh,rahasia tak ada sore dan udara menjadi segartak ada gelap lalu mata enggan menataptak ada bintang mati butiran pasir terbang ke langittak ada fajar hanya remang malamsemua tlah hilang terserah matahariharum mawar membunuh bulanrahasia tetap diam tak terucapuntuk itu semua aku mencarimuberikan tanganmu jabat jemarikuyang kau tinggalkan hanya harum tubuhmuberikan suaramu balas semua bisikankumemanggil namamuatau kau ingin aku berteriak sekencangkencangnyaagar seluruh ruangan ini bergetar oleh suarakuharum mawar membunuh bulanrahasia tetap diam tak terucapuntuk itu semua aku mencarimuberikan tanganmu jabat jemarikuyang kau tinggalkan hanya harum tubuhmuberikan suaramu balas semua bisikankumemanggil namamuatau kau ingin aku berteriak sekencang kencangnyaagar seluruh ruangan ini bergetar oleh suara ku
Untuk Perempuan Yang Sedang Di Pelukan,Payung Teduh,untuk perempuan yang sedang di pelukan tak terasa gelap pun jatuhdi ujung malammenuju pagi yang dinginhanya ada sedikit bintang malam inimungkin karena kausedang cantikcantiknyalalu mataku merasa malusemakin dalamia malu kali inikadang juga ia takuttatkala harusberpapasan di tengah pelariannyadi malam harimenuju pagisedikit cemasbanyak rindunyadi malam harimenuju pagisedikit cemasbanyak rindunya
Angin Pujaan Hujan,Payung Teduh,angin pujaan hujan lyricsdatang dari mimpi semalambulan bundarbermandikan sejuta cahayadi langit yang merahranum seperti anggurwajahmu membuai mimpikusang pujaan tak juga datangangin berhembus bercabangrinduku berbuah larasang pujaan tak juga datangangin berhembus bercabangrinduku berbuah lara uh larasang pujaan tak juga datangangin berhembus bercabangrinduku berbuah larasang pujaan tak juga datangangin berhembus bercabangrinduku berbuah lara uh larauh lara
Menuju Senja (Live),Payung Teduh,menuju senja live harum mawar di tamanmenusuk hingga ke dalam sukmayang menjadi tumpuan rindu cinta bersamadi sore itu menuju senjabersama hati yang terlukatertusuk pilu menganga luka itudi antara senyum yang menapaki jejak kenangandi sore yang gelap ditutupi awanbersama setangkup bungacerita yang kian merambat di dinding penantianada yang mati saat itu dalam kerinduandalam kerinduanyang tak terobatiharum mawar di tamanmenusuk hingga ke dalam sukmadan menjadi tumpuan rindu cinta bersamadi sore itu menuju senjabaru saja ku beranjakbeberapa saat sebelum ituada yang mati menuju soremenuju senja bersamaharum mawar di tamanmenusuk hingga ke dalam sukmadan menjadi tumpuan rindu cinta bersamadi sore itu menuju senja
Muram,Payung Teduh,muram lihat kerinduan itumenjelma sungai yang air nya sering kau teguktepian tempatmu menangisdalam gelaplambaian tangan kasihmeluruhkan segala mimpi yang didambakansirna hasrat untuk bercintajejak langkahmu hilang pudarsinar bulan sembunyikan segala ceritayang mungkin telah kau simpansirna dalam kelamsinggahlah sejenakmenepilah wahai tuanberpeluh lukamu nan muramhiduplah asalangkah kaki kasih pergimeluruhkan segala mimpi yang didambakansirna hasrat untuk bercintajejak langkah mu hilang pudarsinar bulan sembunyikan segala ceritayang mungkin telah kau kecappunah dalam kelamsinggahlah sejenakmenepilah wahai tuanberpeluh lukamu nan muramhiduplah asapurnalah rasa
Waktu Yang Salah,Fiersa Besari,waktu yang salah jangan tanyakan perasaankujika kau pun tak bisa beralihdari masa lalu yang menghantuimukarena sungguh ini tidak adilbukan maksudku menyakitimunamun tak mudah 'tuk melupakancerita panjang yang pernah aku laluitolong yakinkan saja ragukupergi saja engkau pergi darikubiar kubunuh perasaan untukmumeski berat melangkah hatiku hanya tak siap terlukaberi kisah kita sedikit waktusemesta mengirim dirimu untukkukita adalah rasa yang tepat di waktu yang salahhidup memang sebuah pilihantapi hati bukan 'tuk dipilih ohbila hanya setengah dirimu hadirdan setengah lagi untuk diapergi saja engkau pergi darikubiar kubunuh perasaan untukmumeski berat melangkah hatiku hanya tak siap terlukaberi kisah kita sedikit waktusemesta mengirim dirimu untukkukita adalah rasa yang tepat di waktu yang salahbukan ini yang ku maulalu untuk apa kau datangrindu tak bisa diaturkita tak pernah mengertikau dan aku menyakitkanpergi saja engkau pergi darikubiar kubunuh perasaan untukmumeski berat melangkah hatiku hanya tak siap terlukaberi kisah kita sedikit waktusemesta mengirim dirimu untukkukita adalah rasa yang tepat di waktu yang salahdi waktu yang salah
Celengan Rindu,Fiersa Besari,celengan rindu aku kesal dengan jarak yang sering memisahkan kitahingga aku hanya bisa berbincang denganmu di whatsappaku kesal dengan waktu yang tak pernah berhenti bergerakbarang sejenak agar aku bisa menikmati tawamuinginku berdiri di sebelahmu menggenggam erat jarijarimumendengarkan lagu sheila on  seperti waktu itusaat kau di sisikudan tunggulah aku di sana memecahkan celengan rindukuberboncengan denganmu mengelilingi kotamenikmati surya perlahan menghilanghingga kejamnya waktu menarik paksa kau dari pelukkulalu kita kembali menabung rasa rindusaling mengirim doa sampai nanti sayangkujangan matikan hpmukau tahu aku benci khawatirsaat kau tak mengabariaku tak suka bertanyatanyaingin kubakar dia yang sering mentionmentionan denganmu di twitternamun kau selalu meyakinkanku 'tuk tumbuhkan percayabukan rasa curigadan tunggulah aku di sana memecahkan celengan rindukuberboncengan denganmu mengelilingi kotamenikmati surya perlahan menghilanghingga kejamnya waktu menarik paksa kau dari pelukkulalu kita kembali menabung rasa rindusaling mengirim doa sampai nanti sayangkuhingga kita bertemu
April,Fiersa Besari,april coba tanya hatimu sekali lagisebelum engkau benarbenar pergimasihkah ada aku di dalamnyakarena hatiku masih menyimpanmukisah kita memang baru sebentarnamun kesan terukir sangat indahku memang bukan manusia sempurnatapi tak pernah berhenti mencobamembuatmu tersenyum walau tak pernah berbalasbahagiamu juga bahagiakusaat kau terlalu rapuhpundak siapa yang tersandartangan siapa yang tak melepaskuyakin akubahkan saat kau memilihuntuk meninggalkan akutak pernah lelah menantikarena ku yakin kau akan kembaliada engkau dalam setiap doakusungguh aku rindu berbagi tawakini kita tidak lagi menyapabiarlah hanya dari kejauhanmelihatmu tersenyum walau tak pernah berbalasbahagiamu juga bahagiakusaat kau terlalu rapuhpundak siapa yang tersandartangan siapa yang tak melepaskuyakin akubahkan saat kau memilihuntuk meninggalkan akutak pernah lelah menantimeskipun engkau tak akan kembalimasih berharapkarena kuyakin kau akan kembali
Bukan Lagu Valentine,Fiersa Besari,bukan lagu valentine hei gadis bermata cokelatdi hatiku kau akrobatjantungku berdegup cepatsetiap senyummu terlihatkau bagai sebuah candumembuatku selalu rinduku menggubah nada syahdumaaf bila kurang merdubegini liriknyakau ingin diettapi kubilang aku saja yang menggemukkan badankau ingin putihtapi kubilang aku saja yang menghitamkan kulitkau ingin kayatapi kubilang bahagia tidak selalu tentang hartakau ingin merayakan valentine tapi kubilangsayang valentine untukmu haridalam setahunkubukan tentang bunga dan coklattapi tentang siapa yang tak pernah pergisaat kau terlukaaku orangnyatak perlu repot berdandanatau selfie agar kekiniantak usah pakai pensil alisbagiku kau yang termaniskau ingin diettapi kubilang aku saja yang menggemukkan badankau ingin putihtapi kubilang aku saja yang menghitamkan kulitkau ingin kayatapi kubilang bahagia tidak selalu tentang hartakau ingin merayakan valentine tapi kubilangsayang valentine untukmu haridalam setahunkubukan tentang bunga dan coklattapi tentang siapa yang tak pernah pergisaat kau terlukaaku orangnyasayang valentine untukmu jamdalam setahunkubukan tentang perayaantapi tentang siapa yang tak pernah pergisaat kau terlukamenemanimusuka dan dukasetiap haribukan hanya  februari
Nadir,Fiersa Besari,nadir bolehkah kita mengulang masamasa indah ituku tak mengerti apa yang terjadi hingga berakhirbagaimanakah kabarmu berhasilkah lupakankudiriku yang bodoh ini masih mendamba hadirmuwaktu kau sedih ku di siniwaktu kau senang kau di manasebelum dirimu pergi dan janjimu hilang artilihatlah perjuangankunamun jika memang harus berakhir sampai di sinibiarku berharap dengan hati yang keras kepalaaku rindu kau yang dulu dan obrolan kecil kitakini bagai dua orang asing tidak saling tanyasebelum dirimu pergi dan janjimu hilang artilihatlah perjuangankunamun jika memang harus berakhir sampai di sinibiarku berharap dengan hati yang terpecahbelahbiarku berharap dengan hati yang keras kepala
Cerita Panjang Dihidup yang Singkat,Fiersa Besari,cerita panjang dihidup yang singkat telah kita lalui perjalananpenuh suka duka juga rintangankadang datang bosan dan godaantapi kita putuskan untuk bertahanmelawan segala perbedaandemi angan yang kita rencanakanmungkin saja ada yang lebih darimutapi kuyakin cuma kau yang memahamikukaulah alasanku untuk tetap hidupkaulah alasanku untuk terus berjuangaku ingin menua denganmu sayanghingga nanti maut menjemputkukita tak akan selamanya mudakelak mungkin dilupakan duniayang terpenting tua dan bijaksanatetap bersama di sakit dan sehatcerita panjang di hidup yang singkatraga melemah rasa menguatberanak pinak dan melihat merekaberanak pinak dan melihat merekatumbuh dewasa dalam bimbingan kitakaulah alasanku untuk tetap hidupkaulah alasanku untuk terus berjuangaku ingin menua denganmu sayanghingga nanti maut menjemputkuhingga nanti maut menjemputku
Bandung,Fiersa Besari,bandung ada sesuatu menarikku kembali pada tempat inimungkin keramahannya entah cantik parasnyamenjejaki trotoar braga melihat pelukis jalananmenggoreskan cerita tentang canda dan tawabermain aku di taman kota menikmati renjana yang membiruaku terpikat berulang kali oleh sejuta pesonamudi kota ini aku temukan rangkuman persahabatan dan rasa cintabergerak diiringi nada kala muda di saparualantas reguk secangkir senja di dago pakarkerlip lampu di kejauhan tampak dari caringin tiluatau mari berburu kabut di lembang sanabernostalgia di taman kota menikmati renjana yang membiruaku terpikat berulang kali oleh sejuta pesonamudi kota ini aku temukan rangkuman persahabatan dan rasa cintabandung kuingin kembali bandung kuingin kembalibandung kuingin kembali bandung kuingin kembaliaku terpikat berulang kali oleh sejuta pesonamudi kota ini aku temukan rangkuman persahabatan dan rasa cintabandung ku pasti kembali
"Pelukku Untuk Pelikmu (OST Imperfect: Karier, Cinta, & Timbangan)",Fiersa Besari,pelukku untuk pelikmu ost imperfect karier cinta  timbangan sandarkan lelahmu dan ceritakantentang apapun aku mendengarkanjangan pernah kau merasa sendiritengoklah aku yang tak pernahpergibagikukau tetap yangterbaikentah beratmu turun atau naikkadang kalatak mengapauntuk tak baikbaik sajakita hanyalah manusia wajar jika tak sempurnasaat kau merasa gundahlihat hatimu percayalahsegala sesuatu yang pelikbisa diringankan dengan pelukkau berkata dunia sedang tak ramahya bukan berarti kau mesti berubahjadi seseorang yang tak kau inginyang menatapmu asing dari cermin ohbagiku kau tetap yang terbaikentah beratmu turun atau naikkadang kala tak mengapauntuk tak baikbaik sajakita hanyalah manusia wajar jika tak sempurnasaat kau merasa gundahlihat hatimu percayalahsegala sesuatu yang pelikbisa diringankan dengan pelukooh kita perlu kecewauntuk tahu bahagiabukankah luka menjadikankita saling menguatkankadang kala tak mengapauntuk tak baikbaik sajakita hanyalah manusia wajar jika tak sempurnasaat kau merasa gundahlihat hatimu percayalahsegala sesuatu yang pelikbisa diringankan dengan peluksegala sesuatu yang pelikbisa diringankan dengan peluk
Temaram,Fiersa Besari,temaram rindu ini mengggema sampai di ujung lukakau yang bertabur sinar hanya membias dalam imajiengkau pencuri hati tanpa pernah sadariaku dipeluk nanar tiada bergeming usah peduliaku sadar siapa dirikuyang tidak mungkin menggapaimukau terlalu indah untuk jadi kenyataannamun bila ada sedikit ruang hati 'tuk kusinggahitakkan pernah kusakitiringkih asa terbuai dunia kita berbedatakkan aku berharap dan takkan juga aku berpalingaku sadar siapa dirikuyang tidak mungkin menggapaimukau terlalu indah untuk jadi kenyataannamun bila ada sedikit ruang hati 'tuk kusinggahitakkan pernah kusakititetaplah bersinar di langit milikkuterangi temaram meski tak berbalastetaplah bersinar meski tak berbalas
Tempat Aku Pulang,Fiersa Besari,tempat aku pulang apa kabarmu tambatan hati masihkah kuhiasi mimpimukuharap kau melihat sang senja ada rindu kutitip disanafisikku pergi meninggalkanmu namun kenangan ini tertinggaltak pernah jauh dari dirimu menanti perjumpaan yang indahbenamkan rindu di pelukanmu seperti dulutak ada jarak yang bisa membunuh rasa initak ada sedih yang tak mampu untuk kau sembuhkanaku tak takut melewati semua iniasal kau jadi tempat aku pulangbertahanlah usah kau berpaling aku di sini menjaga janjiwaktu berlalu terlalu lama tak sabar bersanding sebelahmubenamkan rindu di pelukanmu seperti dulutak ada jarak yang bisa membunuh rasa initak ada sedih yang tak mampu untuk kau sembuhkanaku tak takut melewati semua iniasal kau jadi tempat aku pulangaku 'kan pulangaku 'kan pulangtak ada jarak yang bisa membunuh rasa initak ada sedih yang tak mampu untuk kau sembuhkanaku tak takut melewati semua iniasal kau jadi tempat aku pulangasal kau jadi tempat aku pulang
Pilu Membiru,Kunto Aji,pilu membiru lyricslirik pilu membiruakhirnya aku lihat lagisederhana tanpa banyak celahwangimuberlaluakhirnya aku lihat lagijemarimu yang bergerak bebasseiringtawamutak ada yang seindah matamuhanya rembulantak ada yang selembut sikapmuhanya lautantak tergantikan ohwalau kita tak lagi salingmenyapaakhirnya aku lihat lagiakhirnya aku temuiohtercekat lidahkumasih banyak yang belum sempataku katakan padamumasih banyak yang belum sempataku sampaikan padamumasih banyak yang belum sempataku katakan padamumasih banyak yang belum sempataku sampaikan padamumasih banyak yang belum sempataku katakan padamumasih banyak yang belum sempataku sampaikan padamutak ada yang seindah matamuhanya rembulantak ada yang selembut sikapmuhanya lautantak tergantikan ohwalau kita tak lagi salingmenyapa
Terlalu Lama Sendiri,Kunto Aji,terlalu lama sendiri sudah terlalu lama sendirisudah terlalu lama aku asyik sendirilama tak ada yang menemani rasanyapagi ke malam haritak pernah terlintas di hatibahkan di saat sendiriaku tak pernah merasa sepisampai akhirnya ku sadariaku tak bisa terus beginiaku harus berusahatapi mulai darimana ohsudah terlalu lama sendirisudah terlalu lama aku asyik sendirilama tak ada yang menemani rasanyasudah terlalu asyik sendirisudah terlalu asyik dengan duniaku sendirilama tak ada yang menemani rasanyatemantemanku berkatayang kau cari seperti apaku hanya bisa tertawananti pasti ada waktunya ohwalau jauh dilubuk hatiaku tak ingin terus beginiaku harus berusahatapi mulai dari manasudah terlalu lama sendirisudah terlalu lama aku asyik sendirilama tak ada yang menemani rasanyasudah terlalu asyik sendirisudah terlalu asyik dengan duniaku sendirilama tak ada yang menemani rasanyabukan tanpa nyalisadar aku beginiapa yang di depan matatak seperti yang engkau kira ahoh bahwa sesungguhnyapintu hati menunggu terbukasudah terlalu lama sendiri sudahsudah terlalu lama aku asyik sendirilama tak ada yang menemani lama tak ada yang menemanirasanyasudah terlalu asyik sendiri sudahsudah terlalu asyik dengan duniaku sendirilama tak ada yang menemani rasanyajauh dilubuk hati aku tak ingin sendiri
Mercusuar,Kunto Aji,mercusuar dari yang sudah sudahcinta hanyalah bualandari yang sudah sudahhanya rasa tanpa tujuanaku ingin berhentilelah aku mengarungiaku ingin bersandarmenikmati bintang berpijaruh sampai nantisampai kita bertemu kembaliuh sampai nanticahayamu menuntunku lagijangkar sudah terjatuhaku sudah benar benar luluhyang aku lihat terangyang kulihat masa depanhangat dalam dekapanaku merasa sedang pulanguh sampai nantisampai kita bertemu kembaliuh sampai nanticahayamu menuntunku lagijangkar sudah terjatuhaku sudah benar benar luluhkapalku t'lah bersauhaku tak ingin jauhpadamulah aku akan berlabuhuh sampai nantisampai kita bertemu kembaliuh sampai nanticahayamu menuntunku lagijangkar sudah terjatuhaku sudah benar benar luluhdari yang sudah sudahhanya kaulah arti rumah
Ekspektasi,Kunto Aji,ekspektasi sakit hatiku oh ohsakit melihatmu dengannyaini malam terakhirbenarbenar terakhirharapan tinggi jatuhmenguap tak berbentuknyata bukan pertandahanya pikiranku sajaharapan itu semusulit 'tuk kupercayasampai akhirnya kulihat sendirisakit hatiku oh ohsakit melihatmu dengannyaini kenyataannyatinggal melupakanmu sajajanji diri sendiriterakhir malam inioh ohsakit hatiku oh ohsakit melihatmu dengannyamana mungkin hati initerbuai ekspektasi tinggijika tak berawal indahsampai akhirnya kau hancurkansakit hatiku oh ohsakit melihatmu dengannyasakit hatiku oh ohsakit melihatmu dengannyasampai akhirnya aku lewati malam ini
Sulung,Kunto Aji,sulung lyricslirik sulungcukupkanlahikatanmurelakanlah yang tak seharusnya untukmucukupkanlahikatanmurelakanlah yang tak seharusnya untukmucukupkanlahikatanmurelakanlah yang tak seharusnya untukmucukupkanlahikatanmurelakanlah yang tak seharusnya untukmucukupkanlahikatanmurelakanlah yang tak seharusnya untukmucukupkanlahikatanmurelakanlah yang tak seharusnya untukmuyang sebaiknya kau jagaadalah dirimu sendiri
